Do you consent to participate in this study?,"Section 1: Core Focus
Q1. On average, how long can you stay focused on a single task before getting distracted?",Q2. What distracts you most often during the day? (Select up to 3. If 'Other' please specify.),Q3. How often do you feel frustrated because you canâ€™t stay focused long enough to finish important tasks?,Q4 How often do you feel drained even on days you havent worked,Q5. How often do you feel busy all day but accomplish little of real importance?,"Section 3: Values Alignment
Q6. To what extent do you feel your daily tasks align with your personal values?","Q7. When your work or activities reflect your values, how does it affect your focus?","Section 4: Coping & Behaviors
Q8. Which strategies do you currently use to manage distractions? (Select all that apply)","Section 5: Open Reflection
Q9. If you could change one thing to improve your ability to focus, what would it be? (Open text)",Q10. Whatâ€™s one word that best describes how you feel when you lose focus? (Open text),"Section 6: Demographics
Q11. What is your age?",Q12. What is your gender?,Q13. What is your current employment status?,Q14. Which country/region do you live in?,Q15 Do you feel confident you could name your top 3 values,"Q16a. Please try listing up to 3 values that are most important to you. Don't worry if youâ€™re not sure, just write what comes to mind.",Q16b. Please list a second personal value (Value 2 â€“ optional),Q16c. Please list a third personal value (Value 3 â€“ optional),Started at,Completed at,Reviewed at,Archived at,Time taken,Age,Sex,Ethnicity simplified,Country of residence,Nationality,Language,Employment status
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Email or messaging apps, Colleagues, family, or friends",Sometimes,Rarely,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",to be able to block out background noise,frustrated,45 - 54,Male,Employed full-time,UK,Somewhat,honesty,considerate,supportive,2025-09-03T09:10:41.509000Z,2025-09-03T09:19:39.602000Z,,2025-09-03T09:19:39.967117Z,539,46,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Multitasking / switching tasks",Sometimes,Sometimes,Sometimes,Somewhat misaligned,I feel somewhat more focused,None of the above,Able to not get distracted,Frustrated,25 - 34,Female,Employed full-time,United Kingdom,"No, not at all",Trust,Honesty,Positivity,2025-09-03T09:16:35.735000Z,2025-09-03T09:19:53.406000Z,,2025-09-03T09:19:53.761709Z,198,27,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Rarely,Rarely,Rarely,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise",leave my phone in another room / away from me,frustrated,45 - 54,Female,Employed part-time,UK,Yes definitely,empathy,resilience,loyalty,2025-09-03T09:16:23.304000Z,2025-09-03T09:19:59.735000Z,,2025-09-03T09:20:00.091527Z,217,52,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Social media scrolling",Rarely,Rarely,Rarely,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Aligning tasks with personal priorities or values",nothing,frustrated,25 - 34,Female,Other,UK,Somewhat,loyalty ,empathy,determined,2025-09-03T09:06:45.165000Z,2025-09-03T09:20:01.472000Z,,2025-09-03T09:20:01.856868Z,797,32,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Sometimes,Often,Somewhat aligned,Neutral,"Silencing notifications, Working in quiet spaces","I would love to get rid of so many different digital distractions, I know this is somewhat impossible as of today with how the world and business works. I do believe if i wasnt distracted so much by my phone, computer, news, emails etc i could focus so much better",frustrated,45 - 54,Male,Employed full-time,"UK, west yorkshire",Yes definitely,honesty ,respect ,loyalty,2025-09-03T09:09:05.913000Z,2025-09-03T09:20:00.553000Z,,2025-09-03T09:20:01.000011Z,655,45,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks, Colleagues, family, or friends",Sometimes,Rarely,Sometimes,Somewhat aligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Have more self discipline when it comes to ignoring notifications that are not urgent or important to my money making abilities.,Disappointed,35 - 44,Male,Unemployed,England/North East,Yes definitely,Honesty,Self interest,Determination,2025-09-03T09:12:13.811000Z,2025-09-03T09:20:04.219000Z,,2025-09-03T09:20:04.630131Z,471,41,Male,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Internal thoughts/worries",Often,Almost always,Often,Somewhat misaligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Using apps/tools to block distractions",i would reduce the amount of time i keep checking my phone,overwhelmed,35 - 44,Male,Employed full-time,united kingdom,Somewhat,"respect, honesty and ambition",honesty,ambition,2025-09-03T09:09:52.372000Z,2025-09-03T09:20:18.888000Z,,2025-09-03T09:20:19.275168Z,627,36,Male,Black,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Rarely,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",I would change how often I tend to procrastinate,Bored,25 - 34,Male,Student,United Kingdom,Not really,Courage,Adventure,Love,2025-09-03T09:15:11.376000Z,2025-09-03T09:19:58.304000Z,,2025-09-03T09:19:58.694548Z,287,28,Male,White,United Kingdom,United Kingdom,English,Other
"Yes, I consent",21â€“30 minutes,"Social media scrolling, Background noise / environment, Internal thoughts/worries",Often,Almost always,Almost always,Somewhat misaligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",I feel I'd focus a lot better if my mind wasn't always racing between different thoughts,Frustrated,18 - 24,Male,Employed full-time,"Scotland, UK",Somewhat,Honesty,Fairness,Loyalty,2025-09-03T09:12:04.835000Z,2025-09-03T09:20:03.313000Z,,2025-09-03T09:20:03.719179Z,479,24,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, dog",Sometimes,Sometimes,Often,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces",Get the future plans/needs of relatives/dog before starting on a task.,Frustrated,45 - 54,Female,Self-employed,United Kingdom,Yes definitely,knowledge,determination,kindness,2025-09-03T09:14:14.418000Z,2025-09-03T09:20:09.344000Z,,2025-09-03T09:20:09.727417Z,355,51,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",21â€“30 minutes,"Email or messaging apps, Multitasking / switching tasks",Sometimes,Rarely,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Have dedicated quiet time scheduled,Driven,55 +,Male,Employed full-time,Australia,Yes definitely,Honesty,Friendship,Charity,2025-09-03T09:16:44.304000Z,2025-09-03T09:20:06.365000Z,,2025-09-03T09:20:06.741294Z,203,55,Male,White,Australia,Netherlands,Dutch,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Multitasking / switching tasks, Background noise / environment",Sometimes,Sometimes,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise, Aligning tasks with personal priorities or values",Get rid of physical body discomfort due to twisted hip girdle and ribs,Dismay,45 - 54,Male,Self-employed,England,Yes definitely,Kindness,Love,Caring ,2025-09-03T09:13:52.870000Z,2025-09-03T09:20:09.231000Z,,2025-09-03T09:20:09.617663Z,377,48,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Multitasking / switching tasks, Background noise / environment",Almost always,Often,Almost always,Somewhat misaligned,I feel much more focused and energized,None of the above,Improving my attention span and memory.,Angry,25 - 34,Female,Self-employed,UK,Somewhat,Improving mental health,Improving physical health,,2025-09-03T09:14:05.368000Z,2025-09-03T09:19:52.729000Z,,2025-09-03T09:19:53.207632Z,348,26,Female,Black,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Sometimes,Rarely,Sometimes,Neutral,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Taking breaks / exercise",Being better able to concentrate and avoid distractions without looking at unrelated apps or tasks,Frustrated,35 - 44,Male,Employed full-time,United Kingdom,Somewhat,"Honesty, loyalty, hard working",,,2025-09-03T09:12:16.822000Z,2025-09-03T09:20:14.585000Z,,2025-09-03T09:20:14.987643Z,478,38,Male,White,United Kingdom,DATA_EXPIRED,DATA_EXPIRED,Full-Time
"Yes, I consent",21â€“30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Almost always,Sometimes,Almost always,Somewhat misaligned,I feel much more focused and energized,Aligning tasks with personal priorities or values,I would put aside a pot of money to pay all my essential bills. That would really enhance my focus. My lack of focus comes from trying to make ends meet. Doing surveys tonpay for fuel. Trying to read new ciurses to increase income.,Frustrated,45 - 54,Female,Self-employed,United Kingdom,Yes definitely,"Spirituality I love GOD. Family - my children, what i do for work",Family,Work,2025-09-03T09:11:09.232000Z,2025-09-03T09:20:27.703000Z,,2025-09-03T09:20:28.114050Z,559,45,Female,Black,United Kingdom,Uganda,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Background noise / environment, Internal thoughts/worries",Sometimes,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",I would get rid of smartphones and constant notifications!,Frustrated,25 - 34,Female,Employed full-time,"England, Kent. ",Somewhat,Kindness,Health,Self care,2025-09-03T09:11:55.692000Z,2025-09-03T09:19:55.882000Z,,2025-09-03T09:19:56.299729Z,481,30,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Social media scrolling, Background noise / environment, Colleagues, family, or friends",Sometimes,Sometimes,Rarely,Somewhat misaligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces","I would more comfortable in letting people wait for a response, to allow me to continue to focus on the task. ",Frustrated,35 - 44,Male,Employed full-time,England,Yes definitely,Honesty,Reliability,Consistency,2025-09-03T09:16:27.729000Z,2025-09-03T09:20:30.385000Z,,2025-09-03T09:20:30.775359Z,243,36,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Multitasking / switching tasks, Internal thoughts/worries",Often,Often,Often,Somewhat aligned,I feel much more focused and energized,None of the above,Get rid of ADHD.,Annoyed.,25 - 34,Male,Unemployed,United Kingdom,Not really,Morality,Independence,,2025-09-03T09:14:52.850000Z,2025-09-03T09:20:09.655000Z,,2025-09-03T09:20:10.054679Z,317,33,Male,White,United Kingdom,United Kingdom,English,Unemployed (and job seeking)
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Sometimes,Sometimes,Sometimes,Somewhat aligned,Neutral,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",less noise and finding a quite space ,frustrated ,35 - 44,Female,Employed full-time,united kingdom,Somewhat,honesty,reliable ,,2025-09-03T09:11:25.844000Z,2025-09-03T09:20:15.439000Z,,2025-09-03T09:20:15.816900Z,530,37,Female,Asian,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,Smartphone notifications,Almost always,Rarely,Rarely,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Aligning tasks with personal priorities or values",silencing phone notifications always,frustrated,25 - 34,Female,Employed full-time,United Kingdom,Yes definitely,"Diligency, trustworthiness and consistency",,,2025-09-03T09:11:44.205000Z,2025-09-03T09:21:47.430000Z,,2025-09-03T09:21:47.847488Z,604,34,Female,Black,United Kingdom,Nigeria,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Background noise / environment, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Find tasks I enjot the most. Take regular breaks from screens. Listen to some uplifting music. ,breaktime,55 +,Male,Employed part-time,Cornwall UK,Somewhat,Compasion. Honesty. Tenacious. ,Empathy,Listening,2025-09-03T09:15:00.717000Z,2025-09-03T09:20:14.085000Z,,2025-09-03T09:20:14.496348Z,314,64,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Colleagues, family, or friends",Often,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Get medication,Annoyed,25 - 34,Female,Employed full-time,Northern Ireland,Somewhat,Caring,Funny,,2025-09-03T09:16:48.218000Z,2025-09-03T09:18:47.513000Z,,2025-09-03T09:18:47.880756Z,120,29,Female,White,United Kingdom,Ireland,English,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Multitasking / switching tasks",Rarely,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces","I would reduce my screen time, especially limiting social media usage during work hours",Frustrated,25 - 34,Male,Employed full-time,New Hamsphire,Yes definitely,Growth,Integrity,Connection,2025-09-03T09:13:58.963000Z,2025-09-03T09:20:17.610000Z,,2025-09-03T09:20:18.006991Z,379,26,Male,White,United States,United States,English,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Social media scrolling, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise",I'd find a way to stop my thoughts intruding.,Frustrated,45 - 54,Female,Self-employed,UK/Devon,Not really,Tolerance,Compassion,Peace,2025-09-03T09:11:35.936000Z,2025-09-03T09:20:19.339000Z,,2025-09-03T09:20:19.694542Z,524,51,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Background noise / environment, Internal thoughts/worries",Rarely,Rarely,Rarely,Somewhat misaligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",my economical situation,weak,25 - 34,Female,Employed full-time,England/ united kingdom,Somewhat,"health , family , salary",,,2025-09-03T09:15:15.987000Z,2025-09-03T09:20:18.940000Z,,2025-09-03T09:20:19.317591Z,303,34,Female,White,United Kingdom,Turkey,Turkish,Full-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Sometimes,Rarely,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Using apps/tools to block distractions","I would change/get rid of my compulson to check my phone for notifications. I would also change and increase the amount of time I can focus on a task before being distracted, tired or bored so I can work longer.",Frustrated ,18 - 24,Female,Student,Australia ,Somewhat,Kindness,Diligence ,Empathy ,2025-09-03T09:10:21.613000Z,2025-09-03T09:20:25.653000Z,,2025-09-03T09:20:26.099965Z,605,21,Female,Asian,Australia,Australia,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Sometimes,Often,Almost always,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values","Less to worry about, my brain overthinks",Disappointed,25 - 34,Female,Employed full-time,United Kingdom,Somewhat,Kindness,Appreciative,Empathy,2025-09-03T09:16:39.731000Z,2025-09-03T09:20:23.634000Z,,2025-09-03T09:20:24.029226Z,224,31,Female,White,United Kingdom,United Kingdom,English,Full-Time
